,x,y,day,temp_min,temp_max,precip
1455,-92.7786034853,44.94364209,2,58.6575,84.505,0.0
1456,-92.7405774236,44.9435620429,2,58.5574,84.3396,0.0
1457,-93.9958445003,44.9665207234,2,56.6758,83.9274,0.0
1458,-93.9578083948,44.9668460844,2,56.6866,84.1803,0.0
1459,-93.9197716557,44.9671587792,2,56.7152,84.6246,0.0
1460,-93.881734308,44.9674588071,2,56.7805,85.0207,0.0
1461,-93.84369637690001,44.9677461676,2,56.861,85.1174,0.0
1462,-93.8056578875,44.9680208603,2,57.1173,85.089,0.0
1463,-93.7676188651,44.9682828847,2,57.4914,85.074,0.0
1464,-93.7295793347,44.9685322402,2,57.9023,85.0596,0.0
1465,-93.6915393215,44.9687689266,2,58.3053,85.1669,0.0
1466,-93.6534988507,44.9689929432,2,58.6438,85.2693,0.0
1467,-93.6154579475,44.9692042898,2,58.8903,85.4534,0.0
1468,-93.5774166369,44.969402966,2,59.0234,85.7586,0.0
1469,-93.5393749443,44.9695889714,2,58.8384,85.8989,0.0
1470,-93.50133289470001,44.9697623057,2,58.3967,85.9806,0.0
1471,-93.4632905133,44.9699229686,2,57.9841,85.9927,0.0
1472,-93.4252478253,44.9700709598,2,58.285,85.9909,0.0
1473,-93.3872048558,44.970206279,2,58.9657,85.9751,0.0
1474,-93.34916163010001,44.9703289261,2,59.5182,85.9484,0.0
1475,-93.3111181733,44.9704389008,2,59.7515,85.894,0.0
1476,-93.2730745106,44.9705362028,2,59.7197,85.7737,0.0
1477,-93.2350306672,44.9706208321,2,59.5903,85.6379,0.0
1478,-93.1969866682,44.9706927885,2,59.3681,85.4104,0.0
1479,-93.1589425389,44.9707520719,2,59.0451,85.2065,0.0
1480,-93.12089830430001,44.9707986821,2,58.4603,84.7882,0.0
1481,-93.0828539897,44.9708326191,2,57.9467,84.4014,0.0
1482,-93.0448096203,44.9708538828,2,58.5872,84.916,0.0
1483,-93.0067652212,44.9708624732,2,58.9317,85.1835,0.0
1484,-92.9687208176,44.9708583902,2,59.0206,85.2235,0.0
1485,-92.9306764348,44.9708416339,2,59.0072,85.1626,0.0
1486,-92.8926320978,44.9708122043,2,58.9448,85.0489,0.0
1487,-92.8545878319,44.9707701015,2,58.8565,84.9057,0.0
1488,-92.8165436622,44.9707153254,2,58.7561,84.7481,0.0
1489,-92.7784996139,44.9706478763,2,58.653,84.588,0.0
1490,-92.7404557123,44.9705677542,2,58.5534,84.4345,0.0
1491,-93.7679793044,44.9952863271,2,57.607,85.0711,0.0
1492,-93.7299219164,44.9955359163,2,57.9892,85.0894,0.0
1493,-93.6918640447,44.9957728243,2,58.3801,85.2153,0.0
1494,-93.6538057146,44.9959970508,2,58.731,85.3875,0.0
1495,-93.6157469513,44.9962085953,2,59.0185,85.5044,0.0
1496,-93.57768778,44.9964074576,2,59.2303,85.8061,0.0
1497,-93.5396282259,44.9965936373,2,59.1923,85.941,0.0
1498,-93.5015683143,44.9967671339,2,58.9878,86.021,0.0
1499,-93.4635080703,44.9969279473,2,58.7798,86.0258,0.0
1500,-93.4254475192,44.9970760772,2,59.0145,86.036,0.0
1501,-93.3873866861,44.9972115232,2,59.3989,86.0138,0.0
1502,-93.3493255964,44.9973342851,2,59.626,85.9524,0.0
1503,-93.3112642752,44.9974443628,2,59.7798,85.8738,0.0
1504,-93.2732027477,44.9975417561,2,59.687,85.7381,0.0
1505,-93.2351410391,44.9976264647,2,59.5603,85.6113,0.0
1506,-93.1970791748,44.9976984885,2,59.3117,85.4677,0.0
1507,-93.1590171798,44.9977578274,2,59.2053,85.3151,0.0
1508,-93.1209550794,44.9978044812,2,58.9678,85.1834,0.0
1509,-93.08289289890001,44.99783845,2,58.7405,85.0066,0.0
1510,-93.0448306635,44.9978597336,2,58.9141,85.1488,0.0
1511,-93.0067683983,44.9978683321,2,59.0245,85.2391,0.0
1512,-92.9687061287,44.9978642453,2,59.0431,85.2394,0.0
1513,-92.9306438798,44.9978474733,2,59.0057,85.1771,0.0
1514,-92.8925816768,44.9978180161,2,58.9336,85.0734,0.0
1515,-92.8545195451,44.9977758738,2,58.8415,84.9439,0.0
1516,-92.8164575097,44.9977210465,2,58.7397,84.8008,0.0
1517,-92.778395596,44.9976535342,2,58.6361,84.6542,0.0
1518,-93.7683402526,45.0222896391,2,57.5157,84.9744,0.0
1519,-93.7302649817,45.022539462,2,58.0913,85.1201,0.0
1520,-93.6921892262,45.0227765919,2,58.4693,85.2595,0.0
1521,-93.6541130116,45.0230010285,2,58.8319,85.4363,0.0
1522,-93.6160363631,45.0232127712,2,59.1708,85.5483,0.0
1523,-93.5779593058,45.0234118197,2,59.4863,85.8546,0.0
1524,-93.5398818651,45.0235981738,2,59.656,86.0031,0.0
1525,-93.5018040663,45.023771833,2,59.8245,86.1179,0.0
1526,-93.4637259345,45.023932797,2,59.9966,86.1646,0.0
1527,-93.425647495,45.0240810656,2,60.0904,86.169,0.0
1528,-93.3875687732,45.0242166385,2,60.01,86.0964,0.0
1529,-93.3494897941,45.0243395155,2,59.9015,85.9878,0.0
1530,-93.3114105832,45.0244496963,2,59.8029,85.8701,0.0
1531,-93.2733311657,45.0245471808,2,59.57,85.7509,0.0
1532,-93.2352515668,45.0246319687,2,59.4479,85.6344,0.0
1533,-93.1971718119,45.02470406,2,59.3673,85.5085,0.0
1534,-93.1590919261,45.0247634545,2,59.3754,85.502,0.0
1535,-93.1210119347,45.024810152,2,59.671,85.7032,0.0
1536,-93.0829318631,45.0248441526,2,59.9163,85.8803,0.0
1537,-93.0448517364,45.0248654562,2,59.3861,85.4967,0.0
1538,-93.0067715799,45.0248740627,2,59.1741,85.3472,0.0
1539,-92.968691419,45.0248699721,2,59.086,85.276,0.0
1540,-92.9306112788,45.0248531844,2,59.0077,85.196,0.0
1541,-92.8925311847,45.0248236996,2,58.9179,85.0937,0.0
1542,-92.8544511619,45.0247815178,2,58.8173,84.9729,0.0
1543,-92.8163712357,45.0247266391,2,58.7116,84.8413,0.0
1544,-92.7782914312,45.0246590636,2,58.6063,84.7063,0.0
1545,-93.7687017105,45.0492928205,2,57.6004,84.9824,0.0
1546,-93.7306085314,45.0495428774,2,57.9194,85.0912,0.0
1547,-93.692514867,45.0497802295,2,58.5626,85.3007,0.0
1548,-93.6544207426,45.0500048763,2,58.9358,85.4789,0.0
1549,-93.6163261836,45.0502168173,2,59.3211,85.6061,0.0
1550,-93.5782312151,45.0504160523,2,59.7441,85.9019,0.0
1551,-93.5401358625,45.050602581,2,60.1115,86.0758,0.0
1552,-93.5020401512,45.0507764028,2,60.6167,86.2451,0.0
1553,-93.4639441063,45.0509375176,2,61.1313,86.3645,0.0
1554,-93.4258477533,45.0510859251,2,61.1116,86.3551,0.0
1555,-93.38775111730001,45.051221625,2,60.619,86.2065,0.0
1556,-93.3496542238,45.0513446171,2,60.1981,86.0377,0.0
1557,-93.3115570979,45.0514549011,2,59.8042,85.8874,0.0
1558,-93.2734597651,45.0515524769,2,59.5986,85.753,0.0
1559,-93.2353622507,45.0516373443,2,59.4617,85.645,0.0
1560,-93.1972645798,45.0517095031,2,59.4171,85.5481,0.0
1561,-93.1591667779,45.0517689532,2,59.4983,85.5956,0.0
1562,-93.1210688703,45.0518156946,2,59.8158,85.8117,0.0
1563,-93.0829708823,45.051849727,2,59.9836,85.9308,0.0
1564,-93.0448728391,45.0518710505,2,59.5759,85.6395,0.0
1565,-93.0067747661,45.0518796651,2,59.2755,85.4271,0.0
1566,-92.96867668860001,45.0518755706,2,59.1171,85.3102,0.0
1567,-92.9305786319,45.0518587672,2,59.0012,85.2129,0.0
1568,-92.8924806213,45.0518292548,2,58.8918,85.1088,0.0
1569,-92.8543826821,45.0517870335,2,58.7809,84.9939,0.0
1570,-92.8162848397,45.0517321034,2,58.6699,84.8715,0.0
1571,-92.7781871194,45.0516644646,2,58.5623,84.7465,0.0
1572,-93.7690636789,45.0762958714,2,57.6686,85.0022,0.0
1573,-93.7309525664,45.0765461626,2,57.9764,85.1195,0.0
1574,-93.6928409678,45.076783737,2,58.6507,85.3391,0.0
1575,-93.6547289083,45.0770085942,2,59.0302,85.515,0.0
1576,-93.6166164135,45.0772207338,2,59.2846,85.7093,0.0
1577,-93.5785035085,45.0774201554,2,59.8268,86.0067,0.0
1578,-93.54039021880001,45.0776068588,2,60.3667,86.174,0.0
1579,-93.50227656960001,45.0777808434,2,61.1033,86.3377,0.0
1580,-93.4641625864,45.0779421092,2,61.7226,86.498,0.0
1581,-93.4260482944,45.0780906557,2,61.6714,86.4833,0.0
1582,-93.3879337191,45.0782264827,2,61.0256,86.2918,0.0
1583,-93.3498188857,45.07834959,2,60.4316,86.0801,0.0
1584,-93.3117038196,45.0784599774,2,59.8999,85.9022,0.0
1585,-93.2735885462,45.0785576445,2,59.6288,85.7595,0.0
1586,-93.2354730909,45.0786425914,2,59.4725,85.657,0.0
1587,-93.1973574788,45.0787148178,2,59.4367,85.57,0.0
1588,-93.1592417356,45.0787743236,2,59.5082,85.6126,0.0
1589,-93.1211258863,45.0788211088,2,59.6936,85.7317,0.0
1590,-93.0830099566,45.0788551731,2,59.7603,85.7766,0.0
1591,-93.0448939715,45.0788765166,2,59.5396,85.623,0.0
1592,-93.0067779567,45.0788851392,2,59.2917,85.4519,0.0
1593,-92.9686619373,45.0788810409,2,59.1136,85.327,0.0
1594,-92.9305459388,45.0788642217,2,58.9744,85.2219,0.0
1595,-92.8924299864,45.0788346817,2,58.8488,85.1173,0.0
1596,-92.8543141056,45.0787924209,2,58.7283,85.0073,0.0
1597,-92.8161983218,45.0787374393,2,58.6121,84.8926,0.0
1598,-92.7780826601,45.0786697371,2,58.5021,84.7765,0.0
1599,-93.7312970875,45.1035493174,2,58.0145,85.1493,0.0
1600,-93.6931675293,45.1037871144,2,58.7257,85.3745,0.0
1601,-93.6550375095,45.1040121822,2,59.1048,85.5437,0.0
1602,-93.6169070535,45.1042245205,2,59.3755,85.7287,0.0
1603,-93.5787761866,45.104424129,2,59.9507,86.0274,0.0
1604,-93.5406449344,45.1046110072,2,60.5214,86.1961,0.0
1605,-93.5025133221,45.1047851549,2,61.2029,86.3754,0.0
1606,-93.4643813751,45.1049465717,2,61.7618,86.5117,0.0
1607,-93.4262491189,45.1050952573,2,61.7214,86.4925,0.0
1608,-93.3881165789,45.1052312116,2,61.1488,86.3106,0.0
1609,-93.3499837803,45.1053544342,2,60.433,86.095,0.0
1610,-93.3118507486,45.105464925,2,59.9502,85.9072,0.0
1611,-93.27371750930001,45.1055626836,2,59.6422,85.763,0.0
1612,-93.2355840877,45.1056477101,2,59.4682,85.6644,0.0
1613,-93.1974505091,45.1057200042,2,59.4072,85.6175,0.0
1614,-93.1593167991,45.1057795657,2,59.4574,85.5934,0.0
1615,-93.1211829829,45.1058263947,2,59.5424,85.6405,0.0
1616,-93.0830490861,45.1058604909,2,59.5589,85.6495,0.0
1617,-93.0449151339,45.1058818544,2,59.4269,85.5612,0.0
1618,-93.0067811518,45.1058904851,2,59.2395,85.4375,0.0
1619,-92.9686471652,45.105886383,2,59.0685,85.3239,0.0
1620,-92.9305131995,45.105869548,2,58.9193,85.2202,0.0
1621,-92.89237928,45.1058399803,2,58.7831,85.1179,0.0
1622,-92.8542454322,45.1057976799,2,58.6551,85.0131,0.0
1623,-92.8161116815,45.1057426468,2,58.5348,84.9057,0.0
1624,-92.7779780533,45.1056748812,2,58.4235,84.7977,0.0
1625,-92.7398445729,45.1055943832,2,58.3224,84.6919,0.0
1626,-93.7316420956,45.130552342,2,58.029,85.1798,0.0
1627,-93.6934945524,45.1307903617,2,58.3823,85.3169,0.0
1628,-93.6553465468,45.1310156403,2,59.1533,85.5647,0.0
1629,-93.6171981043,45.1312281775,2,59.4181,85.7352,0.0
1630,-93.5790492502,45.131427973,2,59.9532,86.0802,0.0
1631,-93.54090001,45.1316150263,2,60.5191,86.1834,0.0
1632,-93.5027504092,45.1317893371,2,61.0886,86.3376,0.0
1633,-93.4646004732,45.1319509051,2,61.5028,86.4442,0.0
1634,-93.4264502273,45.13209973,2,61.4771,86.4361,0.0
1635,-93.3882996971,45.1322358116,2,60.9624,86.2908,0.0
1636,-93.350148908,45.1323591497,2,60.4042,86.0729,0.0
1637,-93.3119978854,45.1324697439,2,59.9407,85.8965,0.0
1638,-93.2738466547,45.1325675942,2,59.6264,85.7589,0.0
1639,-93.2356952414,45.1326527003,2,59.4414,85.6648,0.0
1640,-93.1975436709,45.1327250621,2,59.3628,85.6154,0.0
1641,-93.1593919687,45.1327846794,2,59.3591,85.623,0.0
1642,-93.1212401602,45.1328315523,2,59.3996,85.5677,0.0
1643,-93.0830882709,45.1328656804,2,59.3868,85.5575,0.0
1644,-93.0449363262,45.1328870639,2,59.2895,85.496,0.0
1645,-93.0067843514,45.1328957027,2,59.1404,85.4036,0.0
1646,-92.9686323722,45.1328915967,2,58.9823,85.3052,0.0
1647,-92.9304804139,45.1328747461,2,58.8312,85.208,0.0
1648,-92.8923285019,45.1328451507,2,58.6894,85.1106,0.0
1649,-92.8541766617,45.1328028106,2,58.557,85.0116,0.0
1650,-92.8160249188,45.132747726,2,58.4346,84.9113,0.0
1651,-92.77787329860001,45.1326798969,2,58.3236,84.8111,0.0
1652,-92.7397218265,45.1325993234,2,58.2247,84.7129,0.0
1653,-93.6938220379,45.1577934789,2,58.4436,85.5683,0.0
1654,-93.6556560211,45.1580189686,2,58.6822,85.7076,0.0
1655,-93.6174895666,45.1582317049,2,59.4711,85.932,0.0
1656,-93.5793226999,45.1584316874,2,59.9152,86.0619,0.0
1657,-93.5411554464,45.158618916,2,60.4154,86.1468,0.0
1658,-93.5029878316,45.15879339,2,60.8609,86.2696,0.0
1659,-93.464819881,45.1589551094,2,61.1546,86.3476,0.0
1660,-93.4266516201,45.1591040738,2,61.1427,86.3412,0.0
1661,-93.3884830743,45.1592402829,2,60.7143,86.2127,0.0
1662,-93.3503142692,45.1593637364,2,60.2808,86.0241,0.0
1663,-93.3121452301,45.1594744343,2,59.8735,85.8702,0.0
1664,-93.2739759827,45.1595723762,2,59.5754,85.7454,0.0
1665,-93.2358065523,45.159657562,2,59.3869,85.6571,0.0
1666,-93.1976369645,45.1597299916,2,59.2883,85.6189,0.0
1667,-93.1594672447,45.1597896648,2,59.2537,85.603,0.0
1668,-93.1212974184,45.1598365815,2,59.2474,85.5885,0.0
1669,-93.0831275111,45.1598707417,2,59.2212,85.487,0.0
1670,-93.0449575484,45.1598921452,2,59.1337,85.4359,0.0
1671,-93.00678755560001,45.1599007921,2,59.0038,85.3613,0.0
1672,-92.9686175583,45.1598966823,2,58.8559,85.276,0.0
1673,-92.9304475819,45.1598798158,2,58.7064,85.1869,0.0
1674,-92.892277652,45.1598501927,2,58.5629,85.0959,0.0
1675,-92.854107794,45.159807813,2,58.4293,85.0034,0.0
1676,-92.8159380334,45.1597526768,2,58.3076,84.9101,0.0
1677,-92.7777683957,45.1596847841,2,58.1993,84.8173,0.0
1678,-92.7395989064,45.1596041352,2,58.105,84.7265,0.0
1679,-93.6559659331,45.1850221669,2,58.6209,85.7,0.0
1680,-93.6177814412,45.1852351025,2,59.0664,85.8287,0.0
1681,-93.5795965363,45.1854352724,2,59.8313,86.0351,0.0
1682,-93.541411244,45.1856226763,2,60.2322,86.1428,0.0
1683,-93.5032255898,45.1857973138,2,60.6057,86.1932,0.0
1684,-93.4650395992,45.1859591847,2,60.6685,86.3027,0.0
1685,-93.4268532977,45.1861082886,2,60.6514,86.2923,0.0
1686,-93.3886667109,45.1862446253,2,60.4065,86.2303,0.0
1687,-93.3504798642,45.1863681945,2,60.0702,86.0098,0.0
1688,-93.3122927833,45.186478996,2,59.7594,85.8317,0.0
1689,-93.2741054936,45.1865770297,2,59.4879,85.7225,0.0
1690,-93.2359180206,45.1866622953,2,59.3012,85.6412,0.0
1691,-93.1977303899,45.1867347928,2,59.1836,85.6207,0.0
1692,-93.1595426271,45.1867945219,2,59.1242,85.5808,0.0
1693,-93.1213547576,45.1868414825,2,59.0864,85.5542,0.0
1694,-93.0831668069,45.1868756747,2,59.0429,85.4279,0.0
1695,-93.0449788006,45.1868970983,2,58.9529,85.38,0.0
1696,-93.0067907643,45.1869057532,2,58.8297,85.3152,0.0
1697,-92.9686027234,45.1869016396,2,58.6876,85.2397,0.0
1698,-92.9304147036,45.1868847573,2,58.5407,85.1584,0.0
1699,-92.8922267302,45.1868551064,2,58.3987,85.0743,0.0
1700,-92.8540388289,45.186812687,2,58.2672,84.9887,0.0
1701,-92.8158510252,45.1867574992,2,58.1496,84.9026,0.0
1702,-92.77766334450001,45.1866895429,2,58.0474,84.8172,0.0
1703,-92.7394758125,45.1866088184,2,57.9608,84.7336,0.0
1704,-93.6562762835,45.2120252353,2,58.5302,85.6886,0.0
1705,-93.6180737287,45.2122383704,2,58.9441,85.8009,0.0
1706,-93.5798707601,45.2124387278,2,59.4762,86.0575,0.0
1707,-93.5416674035,45.2126263072,2,59.8641,86.1333,0.0
1708,-93.5034636843,45.2128011084,2,60.1867,86.1948,0.0
1709,-93.4652596282,45.2129631308,2,60.2932,86.2255,0.0
1710,-93.4270552606,45.2131123744,2,60.2803,86.2138,0.0
1711,-93.3888506073,45.2132488388,2,60.103,86.1638,0.0
1712,-93.3506456936,45.2133725238,2,59.8339,86.0869,0.0
1713,-93.3124405452,45.2134834291,2,59.5891,85.9344,0.0
1714,-93.2742351877,45.2135815547,2,59.3649,85.6913,0.0
1715,-93.2360296467,45.2136669002,2,59.1814,85.6174,0.0
1716,-93.1978239476,45.2137394655,2,59.049,85.5999,0.0
1717,-93.1596181161,45.2137992506,2,58.9645,85.5549,0.0
1718,-93.1214121778,45.2138462552,2,58.8987,85.5205,0.0
1719,-93.08320615820001,45.2138804794,2,58.8371,85.3735,0.0
1720,-93.045000083,45.2139019231,2,58.7373,85.3259,0.0
1721,-93.0067939776,45.2139105861,2,58.6129,85.2665,0.0
1722,-92.9685878676,45.2139064686,2,58.4728,85.1979,0.0
1723,-92.9303817787,45.2138895705,2,58.3289,85.1238,0.0
1724,-92.8921757363,45.2138598919,2,58.1909,85.0466,0.0
1725,-92.8539697662,45.2138174328,2,58.0655,84.968,0.0
1726,-92.8157638938,45.2137621932,2,57.9562,84.8892,0.0
1727,-92.7775581447,45.2136941733,2,57.8643,84.8111,0.0
1728,-92.7393525445,45.2136133732,2,57.7895,84.7346,0.0
1729,-93.5801453721,45.2394420537,2,59.298,86.0229,0.0
1730,-93.5419239256,45.2396298088,2,59.6367,86.0855,0.0
1731,-93.5037021159,45.2398047737,2,59.91,86.1347,0.0
1732,-93.4654799686,45.239966948,2,59.955,86.1564,0.0
1733,-93.4272575094,45.2401163313,2,59.9434,86.1432,0.0
1734,-93.3890347639,45.2402529236,2,59.8095,86.1013,0.0
1735,-93.3508117577,45.2403767244,2,59.5982,86.0374,0.0
1736,-93.3125885163,45.2404877337,2,59.3645,85.9624,0.0
1737,-93.2743650655,45.2405859511,2,59.1853,85.8131,0.0
1738,-93.2361414307,45.2406713765,2,59.0251,85.5861,0.0
1739,-93.1979176377,45.2407440099,2,58.8769,85.572,0.0
1740,-93.1596937121,45.2408038509,2,58.7673,85.5237,0.0
1741,-93.1214696794,45.2408508996,2,58.6734,85.4839,0.0
1742,-93.0832455653,45.2408851559,2,58.5765,85.4464,0.0
1743,-93.04502139540001,45.2409066196,2,58.4759,85.271,0.0
1744,-93.0067971953,45.2409152908,2,58.3448,85.2146,0.0
1745,-92.9685729907,45.2409111694,2,58.2041,85.1512,0.0
1746,-92.9303488072,45.2408942555,2,58.0638,85.0833,0.0
1747,-92.8921246703,45.2408645491,2,57.9331,85.0129,0.0
1748,-92.8539006057,45.2408220502,2,57.8184,84.9415,0.0
1749,-92.8156766391,45.2407667588,2,57.7227,84.8701,0.0
1750,-92.7774527959,45.2406986752,2,57.6465,84.7994,0.0
1751,-92.739229102,45.2406177994,2,57.5883,84.7301,0.0
1752,-93.503940885,45.2668083098,2,59.6571,86.0807,0.0
1753,-93.465700621,45.266970636,2,59.6499,86.0955,0.0
1754,-93.4274600446,45.2671201593,2,59.6361,86.0805,0.0
1755,-93.3892191813,45.2672568795,2,59.528,86.0435,0.0
1756,-93.3509780569,45.2673807963,2,59.3536,85.9886,0.0
1757,-93.3127366969,45.2674919095,2,59.1505,85.9234,0.0
1758,-93.2744951271,45.267590219,2,58.9899,85.7809,0.0
1759,-93.236253373,45.2676757245,2,58.8065,85.7121,0.0
1760,-93.1980114605,45.2677484258,2,58.6625,85.5367,0.0
1761,-93.159769415,45.2678083229,2,58.525,85.4859,0.0
1762,-93.1215272624,45.2678554157,2,58.4,85.4417,0.0
1763,-93.0832850281,45.2678897041,2,58.2751,85.4003,0.0
1764,-93.045042738,45.2679111879,2,58.1567,85.2131,0.0
1765,-93.0068004177,45.2679198672,2,58.0146,85.1583,0.0
1766,-92.9685580928,45.267915742,2,57.8716,85.0991,0.0
1767,-92.930315789,45.2678988122,2,57.7366,85.037,0.0
1768,-92.892073532,45.267869078,2,57.6176,84.9733,0.0
1769,-92.8538313473,45.2678265392,2,57.5196,84.9093,0.0
1770,-92.8155892608,45.2677711961,2,57.4442,84.8455,0.0
1771,-92.777347298,45.2677030487,2,57.3903,84.7825,0.0
1772,-92.7391054847,45.2676220972,2,57.355,84.7206,0.0
1773,-93.5041799922,45.2938117167,2,59.327,86.0345,0.0
1774,-93.4659215859,45.2939741949,2,59.1314,86.0411,0.0
1775,-93.4276628665,45.2941238583,2,59.227,86.0244,0.0
1776,-93.3894038599,45.2942607066,2,59.2555,85.9899,0.0
1777,-93.3511445916,45.2943847395,2,59.1014,85.9407,0.0
1778,-93.3128850873,45.2944959568,2,58.9143,85.882,0.0
1779,-93.2746253729,45.2945943583,2,58.7176,85.8193,0.0
1780,-93.2363654739,45.2946799439,2,58.5669,85.678,0.0
1781,-93.1981054161,45.2947527134,2,58.3862,85.6184,0.0
1782,-93.1598452252,45.2948126666,2,58.23,85.4402,0.0
1783,-93.12158492690001,45.2948598035,2,58.0682,85.3919,0.0
1784,-93.0833245469,45.294894124,2,57.9092,85.3465,0.0
1785,-93.0450641109,45.294915628,2,57.7666,85.15,0.0
1786,-93.0068036446,45.2949243154,2,57.6097,85.0963,0.0
1787,-92.9685431738,45.2949201863,2,57.4638,85.0407,0.0
1788,-92.9302827241,45.2949032407,2,57.3373,84.9842,0.0
1789,-92.8920223212,45.2948734786,2,57.2361,84.9275,0.0
1790,-92.8537619909,45.2948309,2,57.1627,84.8712,0.0
1791,-92.8155017588,45.294775505,2,57.1161,84.8156,0.0
1792,-92.7772416507,45.2947072938,2,57.0926,84.7605,0.0
1793,-92.7389816923,45.2946262664,2,57.0877,84.7062,0.0
1794,-93.5044194382,45.3208149944,2,58.7317,85.9881,0.0
1795,-93.4661428638,45.3209776248,2,58.816,85.9844,0.0
1796,-93.4278659758,45.3211274284,2,58.8221,85.9667,0.0
1797,-93.3895888001,45.3212644049,2,58.7546,85.9344,0.0
1798,-93.3513113622,45.321388554,2,58.6279,85.8894,0.0
1799,-93.313033688,45.3214998755,2,58.4614,85.8351,0.0
1800,-93.2747558032,45.3215983692,2,58.2734,85.7759,0.0
1801,-93.2364777335,45.3216840349,2,58.0773,85.7157,0.0
1802,-93.1981995048,45.3217568726,2,58.0711,85.5756,0.0
1803,-93.1599211427,45.321816882,2,57.8749,85.386,0.0
1804,-93.1216426731,45.321864063,2,57.6678,85.3331,0.0
1805,-93.08336412160001,45.3218984156,2,57.4664,85.2833,0.0
1806,-93.045085514,45.3219199398,2,57.2745,85.2359,0.0
1807,-93.0068068761,45.3219286354,2,57.1163,85.027,0.0
1808,-93.50465922350001,45.3478181429,2,58.4431,85.9379,0.0
1809,-93.4663644553,45.3479809256,2,58.5141,85.9309,0.0
1810,-93.428069373,45.3481308696,2,58.515,85.9118,0.0
1811,-93.3897740023,45.3482679743,2,58.4485,85.8801,0.0
1812,-93.3514783691,45.3483922397,2,58.324,85.8368,0.0
1813,-93.3131824992,45.3485036655,2,58.1543,85.7845,0.0
1814,-93.27488641830001,45.3486022515,2,57.9526,85.7261,0.0
1815,-93.2365901523,45.3486879975,2,57.7291,85.6647,0.0
1816,-93.1982937269,45.3487609034,2,57.4911,85.6028,0.0
1817,-93.1599971679,45.348820969,2,57.4283,85.4904,0.0
1818,-93.1217005011,45.3488681942,2,57.1893,85.264,0.0
1819,-93.0834037524,45.348902579,2,56.9347,85.2088,0.0
1820,-93.0451069475,45.3489241233,2,56.7011,85.1578,0.0
1821,-93.0068101122,45.3489328271,2,56.5206,84.9491,0.0
1822,-93.5048993487,45.3748211621,2,58.165,85.8897,0.0
1823,-93.4665863609,45.3749840974,2,58.2231,85.8798,0.0
1824,-93.4282730584,45.3751341818,2,58.2153,85.859,0.0
1825,-93.38995946710001,45.375271415,2,58.1427,85.8268,0.0
1826,-93.3516456129,45.3753957968,2,58.0108,85.7835,0.0
1827,-93.3133315214,45.375507327,2,57.8276,85.7309,0.0
1828,-93.27501721860001,45.3756060053,2,57.6013,85.671,0.0
1829,-93.2367027304,45.3756918316,2,57.3396,85.606,0.0
1830,-93.1983880825,45.3757648058,2,57.0492,85.5382,0.0
1831,-93.1600733008,45.3758249277,2,56.7416,85.4688,0.0
1832,-93.1217584112,45.3758721972,2,56.6016,85.3469,0.0
1833,-93.0834434394,45.3759066142,2,56.304,85.1218,0.0
1834,-93.04512841130001,45.3759281787,2,56.0188,85.0662,0.0
1835,-93.0068133528,45.3759368906,2,55.8106,84.8614,0.0
1836,-93.5051398144,45.4018240521,2,57.8967,85.8431,0.0
1837,-93.46680858120001,45.4019871401,2,57.9414,85.8307,0.0
1838,-93.4284770327,45.402137365,2,57.9216,85.8079,0.0
1839,-93.3901451949,45.4022747268,2,57.8371,85.7742,0.0
1840,-93.3518130937,45.4023992251,2,57.6899,85.7295,0.0
1841,-93.31348075490001,45.4025108598,2,57.4837,85.6746,0.0
1842,-93.2751482044,45.4026096306,2,57.2228,85.611,0.0
1843,-93.2368154682,45.4026955373,2,56.9118,85.5402,0.0
1844,-93.198482572,45.4027685798,2,56.5565,85.4639,0.0
1845,-93.1601495417,45.4028287581,2,56.1667,85.3846,0.0
1846,-93.1218164033,45.4028760718,2,55.9516,85.2538,0.0
1847,-93.0834831827,45.4029105211,2,55.5471,85.1747,0.0
1848,-93.04514990560001,45.4029321058,2,55.2208,84.9605,0.0
1849,-93.0068165981,45.4029408258,2,54.9642,84.9119,0.0
1850,-93.270796852,44.4844142653,3,57.1224,84.2373,0.0
1851,-93.2330703167,44.48449748,3,57.6722,84.4303,0.0
1852,-93.1953436305,44.4845682337,3,58.4544,84.6755,0.0
1853,-93.1576168179,44.4846265261,3,59.5829,84.8745,0.0
1854,-93.1198899032,44.4846723572,3,60.2321,84.9191,0.0
1855,-93.082162911,44.4847057269,3,60.6405,84.8025,0.0
1856,-93.0444358656,44.4847266352,3,60.8214,84.5211,0.0
1857,-93.2709218827,44.5114221321,3,57.3513,84.3279,0.0
1858,-93.2331779289,44.5115054248,3,57.9035,84.5333,0.0
1859,-93.195433824,44.5115762448,3,58.9818,84.8146,0.0
1860,-93.1576895925,44.5116345918,3,59.8151,85.0146,0.0
1861,-93.1199452588,44.5116804659,3,60.4395,85.0809,0.0
1862,-93.0822008473,44.5117138669,3,60.8345,84.9953,0.0
1863,-93.0444563826,44.5117347947,3,61.0192,84.7587,0.0
1864,-93.0067118891,44.5117432494,3,61.0246,84.3882,0.0
1865,-92.9689673912,44.5117392309,3,60.8952,83.9291,0.0
1866,-92.9312229134,44.5117227392,3,60.7029,83.4685,0.0
1867,-93.9129439399,44.53510267,3,58.879,86.5787,0.0
1868,-93.8751888636,44.5353982366,3,59.1613,86.5027,0.0
1869,-93.8374332197,44.5356813242,3,59.2574,86.4728,0.0
